id,time,possibility,possibility_Rank
2301,30,0.8256583268892211,1
2303,30,0.2671267709008852,2
2304,30,0.4017511807655965,1
2305,30,0.27206271320655095,2
2306,30,0.1986938202707537,1
2307,30,0.0812494067038344,4
2308,30,0.3193691932488741,1
2309,30,0.2238531709229642,1
2310,30,0.2933214774422638,1
2311,30,0.1098651545966321,4
2312,30,0.05857295636844745,6
2315,30,0.4550382219101287,1
2316,30,0.16903562424224192,2
2317,30,0.12031884421382101,3
2318,30,0.09240347900694443,3
2319,30,0.8900517727363099,1
2320,30,0.3263002964491749,1
2321,30,0.11935272079872757,3
2322,30,0.01687554076556823,5
2323,30,0.2132231601320378,1
2326,30,0.9367006638054167,1
2327,30,0.8955969012630012,1
2328,30,0.3292209228179277,1
2330,30,0.08379442947178249,3
2331,30,0.3132042473167486,1
2332,30,0.15975477567695137,3
2333,30,0.07472066473249393,4
2335,30,0.1948984084053078,2
2336,30,0.49602787020116607,1
2337,30,0.47546529126750836,1
2338,30,0.8028268005050995,1
2339,30,0.6388739435901573,1
2340,30,0.47972101198635664,1
2341,30,0.15708053390285873,2
2342,30,0.1469449211888577,2
2343,30,0.4391298914196009,2
2344,30,0.7824293424750653,1
2345,30,0.03954049256515887,3
2346,30,0.10119513457615652,3
2347,30,0.053138572936334665,7
2348,30,0.27541970382289216,1
2349,30,0.20500204235453823,3
2350,30,0.18914497639455674,2
2351,30,0.16893762019552686,3
2352,30,0.25925035897228943,2
2353,30,0.6917944959575719,1
2354,30,0.273854871400703,2
2355,30,0.7186035341184082,1
2356,30,0.39458633746073324,1
2357,30,0.4997648763674278,1
2358,30,0.29451194098879435,1
2359,30,0.45421254729268423,1
2360,30,0.32983063406465596,1
2361,30,0.2800407261303872,1
2362,30,0.5539781735368363,1
2363,30,0.9210762939879148,1
2364,30,0.586155074807851,1
2365,30,0.8668773217854981,1
2366,30,0.18627798221449587,1
2367,30,0.26516207212389187,1
2368,30,0.19840825646340735,3
2369,30,0.3142692758263789,1
2370,30,0.6929952302221419,1
2371,30,0.24411768928472283,1
2372,30,0.19759374743818733,1
2373,30,0.4875552032322598,1
2374,30,0.10995330767683337,3
2375,30,0.28337167032235916,1
2376,30,0.8379791812856763,1
2377,30,0.24584283439899304,2
2378,30,0.37783685045324333,1
2379,30,0.20316185651243343,2
2380,30,0.02001297581461013,6
2381,30,0.48265300934239214,1
2382,30,0.4653640391281044,1
2383,30,0.41819043603361616,1
2384,30,0.22050013092870546,2
2385,30,0.27464118812893984,2
2386,30,0.3667164646167138,1
2387,30,0.4349672071554711,1
2388,30,0.6093607914250854,1
2389,30,0.09364093822646337,3
2390,30,0.3226003359927587,1
2391,30,0.9458458250462737,1
2392,30,0.3803966019566481,1
2393,30,0.12277835540652136,3
2394,30,0.038343468141438,6
2395,30,0.05785212407690467,5
2396,30,0.4967738558983759,1
2397,30,0.8982114653819591,1
2398,30,0.346942490975802,1
2399,30,0.025599895016944405,16
2400,30,0.325257384357151,1
2401,30,0.014100644853025309,9
2402,30,0.09012599417737416,4
2403,30,0.2090903110426645,1
2404,30,0.20326167453426067,1
2405,30,0.3189831679796146,1
